2019-06-01 14:47:03,222 INFO  [main] CachedGoConfig:224 - About to notify config listeners
2019-06-01 14:47:03,225 INFO  [main] CachedGoConfig:232 - Finished notifying all listeners
2019-06-01 14:47:03,406 INFO  [main] BuildAssignmentService:291 - [Configuration Changed] Removing jobs for pipelines that no longer exist in configuration.
2019-06-01 14:47:03,465 INFO  [main] InvalidateAuthenticationOnSecurityConfigChangeFilter:79 - [Configuration Changed] Security Configuration is changed. Updating the last changed time.
2019-06-01 14:47:03,529 INFO  [main] PipelineRepository:86 - Start updating pipeline timeline
2019-06-01 14:47:03,608 INFO  [main] PipelineRepository:92 - Pipeline timeline updated
2019-06-01 14:47:03,609 INFO  [main] PipelineSqlMapDao:143 - Loading active pipelines into memory.
2019-06-01 14:47:03,611 INFO  [main] PipelineSqlMapDao:411 - Retriving Active Pipelines from Database...
2019-06-01 14:47:03,634 INFO  [main] PipelineSqlMapDao:145 - Done loading active pipelines into memory.
2019-06-01 14:47:03,779 WARN  [Thread-82] PluginSettingsMetadataLoader:64 - Failed to fetch plugin settings metadata for plugin yum. Maybe the plugin does not implement plugin settings and view?
2019-06-01 14:47:03,780 WARN  [Thread-82] PluginSettingsMetadataLoader:65 - Plugin: yum - Metadata load info: [{extension='package-repository', configuration='null', view='null', error='The plugin sent a response that could not be understood by Go. Plugin returned with code '400' and the following response: 'Invalid request name go.plugin-settings.get-configuration''}]
2019-06-01 14:47:03,781 WARN  [Thread-82] PluginSettingsMetadataLoader:66 - Not all plugins are required to implement the request above. This error may be safe to ignore.
2019-06-01 14:47:03,896 ERROR [Thread-82] PluginInfoBuilder:55 - Failed to fetch Plugin Settings metadata for plugin yum. Maybe the plugin does not implement plugin settings and view?
2019-06-01 14:47:05,001 INFO  [main] ConsoleActivityMonitor:68 - Found '0' building jobs. Added them with '2019-06-01T14:47:04.932Z' as the last heard time
2019-06-01 14:47:05,032 INFO  [main] RailsAssetsService:69 - Found rails assets manifest file named .sprockets-manifest-c63f0a89e56e1f88a6255ed24c55be30.json 
2019-06-01 14:47:05,052 INFO  [main] RailsAssetsService:73 - Successfully read rails assets manifest file located at /go-working-dir/work/jetty-0.0.0.0-8153-cruise.war-_go-any-/webapp/WEB-INF/rails/public/assets/.sprockets-manifest-c63f0a89e56e1f88a6255ed24c55be30.json
2019-06-01 14:47:05,509 WARN  [Thread-82] PluginSettingsMetadataLoader:64 - Failed to fetch plugin settings metadata for plugin cd.go.authentication.passwordfile. Maybe the plugin does not implement plugin settings and view?
2019-06-01 14:47:05,512 WARN  [Thread-82] PluginSettingsMetadataLoader:65 - Plugin: cd.go.authentication.passwordfile - Metadata load info: [{extension='authorization', configuration='null', view='null', error='The plugin sent a response that could not be understood by Go. Plugin returned with code '500' and the following response: 'Request go.plugin-settings.get-configuration is not supported by plugin.''}]
2019-06-01 14:47:05,513 WARN  [Thread-82] PluginSettingsMetadataLoader:66 - Not all plugins are required to implement the request above. This error may be safe to ignore.
2019-06-01 14:47:55,493 WARN  [main] DeprecationWarning:43 - Using @Deprecated Class com.thoughtworks.go.server.web.DefaultHeadersFilter
2019-06-01 14:48:02,023 INFO  [ThreadPoolTaskScheduler-4] GoFileConfigDataSource:145 - Config file changed at 1559400423000
2019-06-01 14:48:02,025 INFO  [ThreadPoolTaskScheduler-4] GoFileConfigDataSource:146 - Reloading config file: /go-working-dir/config/cruise-config.xml
2019-06-01 14:48:02,137 INFO  [ThreadPoolTaskScheduler-4] CachedGoConfig:224 - About to notify config listeners
2019-06-01 14:48:02,151 INFO  [ThreadPoolTaskScheduler-4] BuildAssignmentService:291 - [Configuration Changed] Removing jobs for pipelines that no longer exist in configuration.
2019-06-01 14:48:02,153 INFO  [ThreadPoolTaskScheduler-4] CachedGoConfig:232 - Finished notifying all listeners
2019-06-01 15:02:20,213 WARN  [qtp94264799-29] FeatureToggleRepository:70 - Toggles file, /go-working-dir/config/go.feature.toggles does not exist. Saying there are no toggles.
2019-06-01 15:02:21,128 INFO  [qtp94264799-24] CachedCommandSnippets:57 - [Command Repository] Reloading command snippets.
2019-06-01 15:02:21,202 INFO  [qtp94264799-33] ServerVersionInfoManager:73 - [Go Update Check] Starting update check at: Sat Jun 01 15:02:21 GMT 2019
2019-06-01 15:02:22,418 INFO  [qtp94264799-20] ServerVersionInfoManager:88 - [Go Update Check] Update check done at: Sat Jun 01 15:02:22 GMT 2019, latest available version: 19.4.0-9155
2019-06-01 15:03:39,476 INFO  [main] GoSslSocketConnector:81 - Included ciphers: null
2019-06-01 15:03:39,485 INFO  [main] GoSslSocketConnector:82 - Excluded ciphers: null
2019-06-01 15:03:39,486 INFO  [main] GoSslSocketConnector:83 - Included protocols: null
2019-06-01 15:03:39,487 INFO  [main] GoSslSocketConnector:84 - Excluded protocols: null
2019-06-01 15:03:39,488 INFO  [main] GoSslSocketConnector:85 - Renegotiation Allowed: true
2019-06-01 15:03:39,621 INFO  [main] Jetty9Server:211 - Configuring Jetty using /go-working-dir/config/jetty.xml
2019-06-01 15:03:39,702 INFO  [main] GoServer:93 - Including addons: 
2019-06-01 15:03:39,704 WARN  [main] Server:352 - ErrorPageMapper not supported for Server level Error Handling
2019-06-01 15:03:39,813 WARN  [main] config:259 - No Client EndPointIdentificationAlgorithm configured for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,818 WARN  [main] config:279 - Weak cipher suite TLS_RSA_WITH_AES_256_CBC_SHA256 enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,820 WARN  [main] config:279 - Weak cipher suite TLS_ECDHE_ECDSA_WITH_AES_256_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
2019-06-01 15:03:39,821 WARN  [main] config:279 - Weak cipher suite TLS_ECDHE_RSA_WITH_AES_256_CBC_SHA enabled for CustomSslContextFactory@34f5090e[provider=null,keyStore=file:///godata/config/keystore,trustStore=file:///godata/config/truststore]
